51		0.04412555
53		0.06251843
55		0.056100413
57		0.05611029
59		0.059797294
61		0.046942815
63		0.0671746
65		0.06902403
67		0.060767107
69		0.07364463
71		0.07733756
73		0.07091493
75		0.07735863
77		0.070936
79		0.092088215
81		0.07923571
83		0.09395278
85		0.09580287
87		0.11695443
88		0.12340142
91		0.1546613
93		0.16018917
95		0.16847439
97		0.19238463
99		0.2420275
101		0.25674656
103		0.30455253
105		0.36890262
107		0.43233228
109		0.4930072
111		0.5454088
113		0.6024072
115		0.67135423
117		0.71456456
119		0.7678859
121		0.8129345
123		0.86809474
125		0.8193921
127		0.78999346
129		0.7403736
131		0.6742103
133		0.6108037
135		0.47570395
137		0.4343575
139		0.32591346
141		0.24871942
143		0.1899084
145		0.16326717
147		0.13570614
149		0.10446601
151		0.07690565
153		0.063130744
155		0.05579097
157		0.044772092
159		0.0438668
161		0.0374468
163		0.034700643
165		0.027361527
167		0.026453601
169		0.02278964
171		0.02004743
173		0.020056648
175		0.015474887
177		0.013648502
179		0.012742552
181		0.012757695
183		0.012757695
185		0.0127741555
187		0.009111511
189		0.009125995
191		0.0091378465
193		0.009148381
195		0.009161549
197		0.009174717
199		0.010107661
