52.270824	0.052267533
57.351383	0.12437688
62.73166	0.6655642
67.4565     1.8458114
72.56271	4.2149796
77.670555	6.729736
82.571266	10.473934
87.51515	11.492387
92.61017	12.858614
97.89786	11.701282
102.661804	9.791813
107.72584	8.383775
112.62745	5.616934
117.61614	4.0552297
122.681526	2.7685153
127.81882	1.3281147
132.74815	1.0443616
137.52873	0.62312824
142.68164	0.5819924
147.53845	0.39530796
152.54369	0.31375074
157.25723	0.48296854
162.6282	0.1910676
167.33868	0.085285395
172.05106	0.14935613
177.49745	0.019209972
182.87285	0.123632565
187.43672	0.07448785
192.51547	0
197.5235	0.15401058
