52.5        0
57.669376	0.03266721
62.945293	0.018475581
68.34451	0.058188982
72.39509	0.19244707
77.55071	0.39395827
82.58544	0.75725067
87.504555	1.7541381
92.05255	2.4814672
97.59299	4.179252
102.397675	5.9175777
107.69648	7.952406
112.37922	9.75815
117.41877	10.5528145
122.33472	11.266614
127.850464	10.753614
133.11388	9.620551
137.87581	7.5304446
142.88028	5.1841784
147.5278	3.8355107
152.78821	2.4328387
157.80908	1.555935
162.58563	0.7734272
166.87904	0.6784855
172.27359	0.30030674
177.54755	0.110870026
182.94542	0.029259894
187.97607	0.02858174
193.00659	0.0144231925
197.91441	2.811861E-4
