32.075974	4.564115E-4
37.247887	0.002662824
42.426537	9.6332864E-4
47.405777	0.0037376916
52.477432	0.008500608
57.46341	0.0073690624
62.439465	0.011989854
67.30779	0.023499157
72.256165	0.04416968
77.11519	0.061076235
82.115555	0.10717075
87.00256	0.16342054
92.07042	0.17038497
97.091675	0.14880067
102.27945	0.08623995
107.12885	0.05315079
112.05683	0.030075058
117.44874	0.015876839
122.25282	0.009063793
127.2388	0.0079322485
132.51402	0.005806745
137.21075	0.005669159
142.48672	0.0031175565
147.56535	0.0038325316
152.35902	0.0030558878
157.53743	0.0014984255
162.1355	0.0029941283
167.21866	0.0010814929
172.20134	0.0018673937
177.37839	0.001091113
182.36339	5.277003E-4
187.43945	0.002734022
192.71223	0.0020288485
197.2169	0.0021041306
202.20103	0.0020378332
207.57016	0.0010486846
212.07469	0.0011949831
217.82549	0.0012004285

