##& xmin & xmax & central value & dy & 

<histogram> 100 "pt1 [GeV] |X_AXIS@LIN |Y_AXIS@LOG |JETSAMPLE@0"
  +0.0000000e+00   +1.0000000e+01   +3.0530700e-13   +5.3970966e-14
  +1.0000000e+01   +2.0000000e+01   +5.0948000e-12   +2.2046947e-13
  +2.0000000e+01   +3.0000000e+01   +1.2097700e-11   +3.3973397e-13
  +3.0000000e+01   +4.0000000e+01   +1.2431600e-11   +3.4439471e-13
  +4.0000000e+01   +5.0000000e+01   +1.0971800e-11   +3.2354266e-13
  +5.0000000e+01   +6.0000000e+01   +9.6934000e-12   +3.0410827e-13
  +6.0000000e+01   +7.0000000e+01   +8.0716000e-12   +2.7750300e-13
  +7.0000000e+01   +8.0000000e+01   +6.2778000e-12   +2.4472993e-13
  +8.0000000e+01   +9.0000000e+01   +4.8659000e-12   +2.1545680e-13
  +9.0000000e+01   +1.0000000e+02   +3.8354000e-12   +1.9129194e-13
  +1.0000000e+02   +1.1000000e+02   +3.4346700e-12   +1.8102341e-13
  +1.1000000e+02   +1.2000000e+02   +2.5187600e-12   +1.5501924e-13
  +1.2000000e+02   +1.3000000e+02   +2.2134600e-12   +1.4532069e-13
  +1.3000000e+02   +1.4000000e+02   +1.8223000e-12   +1.3185663e-13
  +1.4000000e+02   +1.5000000e+02   +1.6696300e-12   +1.2621282e-13
  +1.5000000e+02   +1.6000000e+02   +1.4311200e-12   +1.1685048e-13
  +1.6000000e+02   +1.7000000e+02   +1.0971800e-12   +1.0231353e-13
  +1.7000000e+02   +1.8000000e+02   +1.0781000e-12   +1.0142008e-13
  +1.8000000e+02   +1.9000000e+02   +7.6325000e-13   +8.5335197e-14
  +1.9000000e+02   +2.0000000e+02   +8.1096000e-13   +8.7961344e-14
  +2.0000000e+02   +2.1000000e+02   +7.7280000e-13   +8.5866972e-14
  +2.1000000e+02   +2.2000000e+02   +5.1519700e-13   +7.0110153e-14
  +2.2000000e+02   +2.3000000e+02   +4.1025300e-13   +6.2563001e-14
  +2.3000000e+02   +2.4000000e+02   +4.6749500e-13   +6.6785185e-14
  +2.4000000e+02   +2.5000000e+02   +2.6714300e-13   +5.0484869e-14
  +2.5000000e+02   +2.6000000e+02   +2.2897800e-13   +4.6740745e-14
  +2.6000000e+02   +2.7000000e+02   +2.4806200e-13   +4.8648807e-14
  +2.7000000e+02   +2.8000000e+02   +2.0989680e-13   +4.4750229e-14
  +2.8000000e+02   +2.9000000e+02   +1.6219300e-13   +3.9337402e-14
  +2.9000000e+02   +3.0000000e+02   +2.1943900e-13   +4.5755738e-14
  +3.0000000e+02   +3.1000000e+02   +1.6219300e-13   +3.9337997e-14
  +3.1000000e+02   +3.2000000e+02   +1.4311180e-13   +3.6951813e-14
  +3.2000000e+02   +3.3000000e+02   +1.1449100e-13   +3.3050568e-14
  +3.3000000e+02   +3.4000000e+02   +1.3357080e-13   +3.5698482e-14
  +3.4000000e+02   +3.5000000e+02   +6.6786800e-14   +2.5243019e-14
  +3.5000000e+02   +3.6000000e+02   +8.5866800e-14   +2.8622354e-14
  +3.6000000e+02   +3.7000000e+02   +5.7245600e-14   +2.3370405e-14
  +3.7000000e+02   +3.8000000e+02   +5.7244800e-14   +2.3370142e-14
  +3.8000000e+02   +3.9000000e+02   +7.6326000e-14   +2.6985409e-14
  +3.9000000e+02   +4.0000000e+02   +2.8622400e-14   +1.6525150e-14
  +4.0000000e+02   +4.1000000e+02   +1.9081600e-14   +1.3492729e-14
  +4.1000000e+02   +4.2000000e+02   +6.6785800e-14   +2.5243031e-14
  +4.2000000e+02   +4.3000000e+02   +3.8163600e-14   +1.9081792e-14
  +4.3000000e+02   +4.4000000e+02   +5.7244800e-14   +2.3370142e-14
  +4.4000000e+02   +4.5000000e+02   +1.9081600e-14   +1.3492729e-14
  +4.5000000e+02   +4.6000000e+02   +9.5408000e-15   +9.5408000e-15
  +4.6000000e+02   +4.7000000e+02   +3.8163600e-14   +1.9081792e-14
